Ticker,PBR,PBR,PBR,PBR,PBR,^BVSP,^BVSP,^BVSP,^BVSP,^BVSP,BDORY,BDORY,BDORY,BDORY,BDORY
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2020-02-11,4.981499750015727,5.028846097397794,4.947681206903341,5.011936664581299,26408400.0,112574.0,115576.0,112574.0,115371.0,6767900.0,3.9760247850595354,4.01968050046632,3.969308373340274,4.0062479972839355,577400.0
2020-02-12,5.008554419911758,5.079573770988176,5.008554419911758,5.045754909515381,24175400.0,115371.0,117581.0,115371.0,116674.0,8159200.0,3.989455934216031,4.033111634806021,3.922293441099134,3.9760234355926514,778400.0
2020-02-13,5.042372831531453,5.042372831531453,4.924007464406822,4.947680473327637,21952600.0,116660.0,116660.0,114801.0,115662.0,5635700.0,3.9693077337742135,3.9894566454293083,3.912219524383545,3.912219524383545,821400.0
2020-02-14,5.015317647730761,5.02208154856022,4.930770822485778,4.951062202453613,14207900.0,115663.0,115663.0,114132.0,114381.0,5335900.0,3.939085326927251,3.952518150931213,3.8416995946915837,3.8920717239379883,481400.0
2020-02-17,,,,,,114381.0,115696.0,114381.0,115309.0,0.0,,,,,
2020-02-18,4.842841746615014,4.967971001518277,4.839460118930457,4.924006938934326,20754800.0,115309.0,115309.0,113532.0,114977.0,5548400.0,3.841697906787023,3.85177252036357,3.747670421864658,3.7745354175567627,408000.0
2020-02-19,4.995026806131493,5.052518353063541,4.981499003888004,5.035609245300293,16214300.0,114982.0,116545.0,114774.0,116518.0,6334100.0,3.8081173954367253,3.8551309848456348,3.8014009853748476,3.834982395172119,2247800.0
2020-02-20,4.995025981834244,5.0491358917965625,4.8597508844079425,4.869896411895752,21453600.0,116518.0,116552.0,114379.0,114586.0,6793000.0,3.7812520489790398,3.808117046251045,3.7107313510760194,3.7208056449890137,640800.0
2020-02-21,4.792114003343462,4.7954959537036075,4.69742165090315,4.744767665863037,22637200.0,114585.0,114585.0,112661.0,113681.0,5896200.0,3.700657297511178,3.7611033851709923,3.700657297511178,3.734238386154175,214800.0
2020-02-24,4.443781428232028,4.491127445844553,4.298360779803716,4.423490047454834,38318000.0,,,,,,3.710732295844244,3.710732295844244,3.5058862391704917,3.562974452972412,401400.0
2020-02-25,4.464072002924986,4.497890859716748,4.267923407582017,4.3355607986450195,26389700.0,,,,,,3.56968990580342,3.603270991800066,3.5226760011008866,3.5596156120300293,567200.0
2020-02-26,4.342324592819452,4.430253360311307,4.210431441581669,4.244250297546387,41263500.0,113647.0,113647.0,105053.0,105718.0,9369800.0,3.6243728936278785,3.68201028302171,3.4616322576948733,3.475193977355957,2104800.0
2020-02-27,4.058247396066472,4.244250466223624,3.9601730968956868,4.085302352905273,41795900.0,105711.0,106656.0,102984.0,102984.0,11237700.0,3.4548512361958807,3.6209827062152837,3.441289516534797,3.475193977355957,776600.0
2020-02-28,3.909445166527228,4.0954479157374495,3.8925357377297907,4.092066287994385,46881600.0,102984.0,104172.0,99951.0,104172.0,11228400.0,3.376872218859873,3.576907873153686,3.3565294729414443,3.5769078731536865,475600.0
2020-03-02,4.12588467269028,4.251013925197811,4.065011182766937,4.223958969116211,29931200.0,104260.0,107220.0,103779.0,106625.0,8858400.0,3.536222585230627,3.5938599861598735,3.4921469066766755,3.5531744956970215,353200.0
2020-03-03,4.230723793873799,4.365998603841387,4.058248169274684,4.112358093261719,37360900.0,106630.0,108804.0,104405.0,105537.0,9385600.0,3.515879351624243,3.59724967457323,3.3768716357521606,3.4073855876922607,825200.0
2020-03-04,4.210431833171665,4.210431833171665,4.092066471327644,4.169849395751953,23901800.0,105540.0,107809.0,105042.0,107224.0,8410500.0,3.417557433727893,3.417557433727893,3.3294060724469916,3.3870434761047363,514400.0
2020-03-05,4.061629519362473,4.075156998358263,3.8248984756758837,3.9703187942504883,42527900.0,107217.0,107217.0,100536.0,102233.0,8598600.0,3.2582067235270196,3.275158956976557,3.0886850357055664,3.0886850357055664,891600.0
2020-03-06,3.6186039290522465,3.6760957940038494,3.473183614045719,3.5577304363250732,52078200.0,102231.0,102231.0,96886.0,97997.0,11864200.0,3.058170571450128,3.1395408818647583,3.0005331874055474,3.085294008255005,857800.0
2020-03-09,2.5533148166236854,2.7934278724390653,2.3808391731815206,2.455240488052368,95745000.0,97982.0,97982.0,85880.0,86067.0,14645500.0,2.8038881255455994,2.929334102347018,2.6208046026890286,2.6513185501098633,1708400.0
2020-03-10,2.874592381630685,2.898265392155176,2.4856769095109463,2.708880662918091,54755700.0,86071.0,92230.0,86071.0,92214.0,13531700.0,2.864916091463372,2.9056012525133195,2.7157371676135647,2.8784778118133545,1085600.0
2020-03-11,2.543168691368549,2.6277155230779563,2.245563805048969,2.3165831565856934,55715500.0,92202.0,92202.0,80796.0,85171.0,11786900.0,2.7971070583285087,2.8174497973845747,2.4173786237558508,2.6411471366882324,645200.0
2020-03-12,1.9445770729861855,1.991923252219058,1.633444715506751,1.843120813369751,86571700.0,85103.0,85103.0,68488.0,72583.0,12008700.0,1.8027959192041871,2.2560508251190186,0.23855522326126438,2.2560508251190186,3805200.0
2020-03-13,2.262473307773947,2.2793825778968673,1.8837035283847217,2.2252726554870605,59809100.0,72621.0,83758.0,72621.0,82678.0,15766300.0,2.5627649677418374,2.6547791291998775,2.252643194402306,2.4809746742248535,1106600.0
2020-03-16,1.8262114983601048,2.0155963717904473,1.7349009315051134,1.7754833698272705,35275300.0,82565.0,82565.0,70855.0,71168.0,12847800.0,2.1299571027793487,2.242418811805645,1.8130195443868007,2.0174953937530518,1260400.0
2020-03-17,1.8295934804893037,1.914140316537945,1.7382829040071828,1.82621169090271,51896200.0,71178.0,77255.0,70783.0,74617.0,14945900.0,2.0890620072214823,2.249234713055272,2.0106795777701802,2.112917423248291,1526400.0
2020-03-18,1.5421340670381642,1.6300628423512618,1.3561311489885883,1.4575872421264648,49017000.0,74576.0,74576.0,63547.0,66895.0,16751500.0,1.9084419815117855,2.0004561435444095,1.646031211085201,1.7584929466247559,1420000.0
2020-03-19,1.4880239936022313,1.73151875268684,1.386567749915163,1.711227536201477,56339600.0,66883.0,70071.0,61691.0,68332.0,16144700.0,1.6801103211948656,1.7891641974449157,1.5506090361200677,1.7039659023284912,1221800.0
2020-03-20,1.80592048596361,1.8228297565703582,1.5962442081055255,1.6402086019515991,38227800.0,68344.0,72247.0,66120.0,67069.0,15152400.0,1.8709545405998487,1.8811784078311669,1.6187676572597076,1.6494390964508057,789200.0
2020-03-23,1.5590433272657684,1.6537356705807664,1.5049332555398018,1.5083152055740356,35837600.0,67067.0,67604.0,62161.0,63570.0,11962200.0,1.5199379398574309,1.5506093850012133,1.4347396255717133,1.455187201499939,1468800.0
2020-03-24,1.7112280673242382,1.8532667880673293,1.6638818808299758,1.8363573551177979,40989000.0,63604.0,71535.0,63604.0,69729.0,11679900.0,1.608544207270822,1.7550854214150506,1.608544207270822,1.7380456924438477,792800.0
2020-03-25,1.8329753539190383,2.0460334104654105,1.7619560017369145,1.961486577987671,48862700.0,69727.0,76714.0,69360.0,74956.0,12951100.0,1.7482695421923649,2.0822469586589207,1.7346378241735583,1.9152581691741943,702600.0
2020-03-26,2.0189781041428776,2.083233710306255,1.8837033135465786,1.964868187904358,41292300.0,74956.0,78846.0,74923.0,77710.0,12758000.0,2.0890632138289416,2.1401822473449,1.9595617055892942,1.9595617055892944,955200.0
2020-03-27,1.8093019557913703,1.8160656950906546,1.7450463518180357,1.7551920413970947,35197200.0,77708.0,77708.0,73057.0,73429.0,10301400.0,1.939112625146634,1.9697840540382452,1.8743619210992333,1.9050333499908447,468800.0
2020-03-30,1.7416646968724634,1.792392826152298,1.6503541286728727,1.7653377056121826,25862600.0,73431.0,75430.0,73184.0,74640.0,9032200.0,1.915257893026859,1.925481761318306,1.8641388765753708,1.8948103189468384,479600.0
2020-03-31,1.799156748131054,1.9378135091089088,1.799156748131054,1.8600304126739502,37015700.0,74629.0,75511.0,72385.0,73020.0,11141500.0,1.9016261287839031,1.9152578444918054,1.7959802507962275,1.826651692390442,1029600.0
2020-04-01,1.7518103269839396,1.8701760225487665,1.7382828465640086,1.8295934200286865,26865900.0,73011.0,73011.0,69569.0,70967.0,10093500.0,1.7244137450824397,1.761901046335045,1.6698868796261972,1.6767027378082275,779200.0
2020-04-02,1.9648681879043581,2.1711624854541203,1.9175220111956532,1.964868187904358,60850400.0,70969.0,73861.0,70957.0,72253.0,10540200.0,1.7346374599048326,1.772124595332915,1.6937421519334095,1.7653087377548218,505600.0
2020-04-03,2.059560604580387,2.0832336111781533,1.887085012886738,1.9479588270187378,37905400.0,72241.0,72241.0,67802.0,69538.0,10411300.0,1.6937419908133464,1.6937419908133464,1.5846882799377702,1.6221755743026733,915600.0
2020-04-06,2.0122147563872184,2.0899978567544384,1.9817780032072116,2.076470375061035,38784400.0,69556.0,75260.0,69556.0,74073.0,9685400.0,1.7789406896736064,1.8266518615730938,1.6971503878508587,1.775532841682434,1132600.0
2020-04-07,2.2523274606701746,2.2658549403355597,2.133961932967919,2.1373438835144043,41449700.0,74078.0,79855.0,74078.0,76358.0,11286500.0,1.9697843349533513,1.9731921817035294,1.9084414684218927,1.939112901687622,579000.0
2020-04-08,2.164398781552291,2.3470199131236766,2.164398781552291,2.30305552482605,31724500.0,76335.0,79058.0,76115.0,78625.0,10206300.0,1.8675468758916263,2.007272045870729,1.8436912916866859,1.9766007661819458,2435000.0
2020-04-09,2.39774820437369,2.522877476887731,2.2252725898865386,2.2726187705993652,53332400.0,78640.0,80428.0,77457.0,77682.0,10748700.0,2.0413510216121247,2.0754304688032756,1.976600461955772,1.9834163188934326,564800.0
2020-04-13,2.259091113068305,2.276000542625722,2.1813080273726753,2.2692368030548096,29172000.0,77682.0,78836.0,76405.0,78836.0,7651300.0,1.915257663326446,1.980008388065606,1.8879942344895058,1.9629688262939453,580800.0
2020-04-14,2.2861460174183788,2.326728451023848,2.2151266779786787,2.2590909004211426,24979900.0,78848.0,81668.0,78848.0,79918.0,8593600.0,2.0243114365742967,2.0822463011105383,1.9629687248609586,2.000455856323242,462200.0
2020-04-15,2.127198193135227,2.184690062343251,2.093379493971765,2.1373438835144043,25391400.0,79911.0,80035.0,77546.0,78831.0,9758400.0,1.9084415749392978,1.969784444894536,1.891402015231714,1.9425208568572998,381800.0
2020-04-16,2.1643991673284586,2.1643991673284586,2.0460336218810284,2.076470375061035,20187500.0,78837.0,80167.0,77452.0,77812.0,9028400.0,1.9595616351474414,1.9595616351474414,1.8743633031845093,1.8743633031845093,406000.0
2020-04-17,2.120434143075377,2.1846897427152676,2.05956049348718,2.181307792663574,36342800.0,77817.0,79846.0,77754.0,78990.0,8317800.0,1.9527451611366373,1.9527451611366373,1.8777707240829205,1.9322975873947144,381800.0
2020-04-20,2.0392691833978063,2.1846896424835234,2.0257415450719227,2.120434045791626,50129100.0,78989.0,80106.0,76943.0,78973.0,8874700.0,1.85050716660102,1.8948103251713722,1.8300595924538283,1.8334676027297974,545000.0
2020-04-21,2.029123715199755,2.066324361797958,1.9986868078684743,2.0460331439971924,36410800.0,,,,,,1.8027963242831753,1.8505073349675605,1.7721248790203403,1.7925726175308228,819600.0
2020-04-22,2.0933794518307924,2.157635059578005,2.089997501352388,2.1441075801849365,32269600.0,78973.0,81184.0,78973.0,80687.0,9848900.0,1.8130204551436855,1.8368758826765932,1.7993887358383347,1.816428303718567,548600.0
2020-04-23,2.191453784719921,2.232036223392816,2.113670696633401,2.1339619159698486,30422000.0,80690.0,81934.0,78622.0,79673.0,10823500.0,1.8402832484701375,1.8402832484701375,1.7039659407125616,1.7346373796463013,563200.0
2020-04-24,2.046033525878622,2.06970653710116,1.863412370326184,1.9141403436660767,53720500.0,79667.0,79667.0,72041.0,75331.0,16529200.0,1.6221758298439042,1.6358075458507544,1.4517792172554036,1.479042649269104,2630600.0
2020-04-27,1.9716319167884344,2.0291237831115723,1.9242857403353733,2.0291237831115723,23890600.0,75334.0,78563.0,75327.0,78239.0,10656900.0,1.5642405861549173,1.5949118586756175,1.513121581949971,1.5506088733673096,2650800.0
2020-04-28,2.1204346418898132,2.2252726992507745,2.079852199284337,2.2185089588165283,40582100.0,78243.0,81427.0,78243.0,81312.0,12939000.0,1.6801103100005461,1.8062039094348794,1.6698866056562913,1.7891641855239868,1111400.0
2020-04-29,2.286146298787607,2.4417123134216485,2.286146298787607,2.4146573543548584,38428500.0,81313.0,83598.0,81313.0,83171.0,11719700.0,1.8334678610613546,1.9186661799303444,1.7993885660143383,1.9152581691741943,1207000.0
2020-04-30,2.367311397443435,2.401130099440569,2.309819523418162,2.336874485015869,32703300.0,83169.0,83169.0,80168.0,80506.0,11804600.0,1.7925721953073057,1.8164276137791344,1.7516768904217337,1.7891641855239868,1184800.0
2020-05-01,2.2827641008255815,2.2827641008255815,2.157634848075382,2.221890449523926,20857400.0,,,,,,1.6596629679249917,1.7550851424938514,1.6562551201740716,1.7175978422164917,740200.0
2020-05-04,2.181308113821905,2.2387999830833047,2.164398844854614,2.211745023727417,19880800.0,80501.0,80502.0,77640.0,78876.0,8594200.0,1.7073739669898536,1.7244135290588827,1.656254955777052,1.7005579471588135,1549400.0
2020-05-05,2.3030556987517077,2.3571656199672812,2.255709517688081,2.276000738143921,27466300.0,78887.0,81066.0,78886.0,79471.0,9154700.0,1.7244139081140357,1.7789407787254226,1.6835187551554955,1.6869266033172607,447400.0
2020-05-06,2.228654389254621,2.2590911370162425,2.133961872997768,2.140725612640381,25828000.0,79473.0,79996.0,78056.0,79064.0,9775900.0,1.6835182750160829,1.6869261222059302,1.6051358396154385,1.6255834102630615,316600.0
2020-05-07,2.1238163441639855,2.188071790138671,2.106906914427317,2.140725612640381,32219500.0,79072.0,80061.0,78061.0,78119.0,13808900.0,1.5915043843878875,1.6017280901211017,1.5131219362541306,1.5301614999771118,1475000.0
2020-05-08,2.198217414523639,2.326728625152101,2.191453675083208,2.31996488571167,26792800.0,78152.0,80557.0,78152.0,80263.0,10734400.0,1.5710569661045108,1.6460314114216377,1.5642411074393174,1.6187679767608643,763600.0
2020-05-11,2.2793826227247433,2.3233470161774896,2.2151271692295516,2.2185089588165283,26111400.0,80263.0,80723.0,78994.0,79065.0,9781900.0,1.6221756021764966,1.6358073162701772,1.5608327262520836,1.5744644403457642,473600.0
2020-05-12,2.2861462544183984,2.2996737336892537,2.184689998626709,2.184689998626709,24931300.0,79065.0,80344.0,77872.0,77872.0,10245400.0,1.5846885959501633,1.6051361708169092,1.5165298505581306,1.523345708847046,584600.0
2020-05-13,2.188071470203472,2.188071470203472,2.0595604357844404,2.0697059631347656,24260900.0,77877.0,78911.0,77152.0,77772.0,11575900.0,1.5437933266730404,1.5540170320633009,1.4517791656463603,1.4722267389297485,843200.0
2020-05-14,2.0054505301691536,2.056178654872037,1.9411949270468696,2.0426511764526367,52660600.0,77770.0,79011.0,75697.0,79011.0,13818900.0,1.4381473358638208,1.5472012262029657,1.4074760561613058,1.5301614999771118,748600.0
2020-05-15,2.1136708765916494,2.2083634028174832,2.0629427433013916,2.0629427433013916,29547500.0,79011.0,79538.0,77426.0,77557.0,11718200.0,1.54379326983433,1.5846884148954465,1.4994901147666897,1.526753544807434,500600.0
2020-05-18,2.2489455825388536,2.319964928606627,2.215126884711407,2.3132011890411377,39704900.0,77576.0,81420.0,77571.0,81194.0,11533100.0,1.6017282488464364,1.6460314114216377,1.5676489555204698,1.6187679767608643,1253600.0
2020-05-19,2.319965112572476,2.3334925927761407,2.269236981178591,2.2726187705993652,28879000.0,81197.0,82175.0,80647.0,80742.0,10740100.0,1.6153597190658893,1.6323994443736516,1.5608328580856323,1.5608328580856323,453200.0
2020-05-20,2.3470200025807544,2.4112756122509515,2.343638052001138,2.363929271697998,24482300.0,80747.0,82290.0,80740.0,81319.0,9522800.0,1.5915042941908004,1.6460311550186753,1.5915042941908004,1.6323994398117065,501400.0
2020-05-21,2.445093937063695,2.4822945814375155,2.377456548438799,2.4281845092773438,24158500.0,81320.0,83309.0,81317.0,83027.0,11395200.0,1.7141898469461447,1.7687167062913893,1.703965979567482,1.7550849914550781,612200.0
2020-05-22,2.3504021503437094,2.4112759799780177,2.3064379149259695,2.3876028060913086,23153400.0,83027.0,83027.0,81669.0,82173.0,9281200.0,1.7482693496301558,1.7653089140254017,1.6937423210578832,1.721005916595459,476200.0
2020-05-25,,,,,,82198.0,85876.0,82193.0,85663.0,8764400.0,,,,,
2020-05-26,2.6243336674115807,2.6277154567392333,2.543168627164277,2.573605537414551,28735600.0,85668.0,87333.0,85396.0,85469.0,12030800.0,2.024312459709118,2.034536168910553,1.911850683475766,1.9595617055892944,1550000.0
2020-05-27,2.6480066945611016,2.6682979144463643,2.529641164600264,2.651388645172119,25581300.0,85468.0,87946.0,85468.0,87946.0,11212000.0,1.993640329897298,2.007272045870729,1.942521313745496,1.9766007661819458,1869000.0
2020-05-28,2.6412426305042347,2.65815205896388,2.5634595498583366,2.5769870281219482,22364900.0,87946.0,88091.0,86767.0,86949.0,10117000.0,1.9629690502085149,2.0243117720889536,1.932297608016859,1.9766007661819458,2122000.0
2020-05-29,2.5533142748761626,2.6141879330962334,2.4992041951980446,2.580369234085083,28670000.0,86951.0,87410.0,85384.0,87403.0,16550900.0,1.9050336216717145,1.9697843349533513,1.8709541791529818,1.939112901687622,1520200.0
2020-06-01,2.6040423301660076,2.6649161516895523,2.5803693206937695,2.6412429809570312,20565300.0,87395.0,89019.0,86837.0,88620.0,9849400.0,1.9902326471045806,2.044759515517456,1.9766009300013618,2.0345356464385986,375800.0
2020-06-02,2.7122623339875105,2.840773225741438,2.695352743016285,2.8340096473693848,30439000.0,88622.0,91046.0,88622.0,91046.0,11827300.0,2.095878569371303,2.1674451665573633,2.0788388414687593,2.1231420040130615,1387200.0
2020-06-03,2.96590256690979,3.006485001348946,2.9253198099501145,2.96590256690979,34278000.0,91048.0,93710.0,91048.0,93002.0,15137900.0,2.3139856395227203,2.3753283523698734,2.2901300588307367,2.3208014965057373,1584800.0
2020-06-04,2.905028350684719,3.0064845839576653,2.8441545462168563,2.9489927291870117,37424000.0,92993.0,94132.0,92221.0,93829.0,11488000.0,2.3003546806466604,2.3889610130137027,2.252643666104431,2.3378419876098633,948200.0
2020-06-05,3.1586697806355715,3.182342791029871,3.0977959567409985,3.1417603492736816,32100800.0,93839.0,97356.0,93839.0,94637.0,13320300.0,2.5627646641555715,2.5900280920982612,2.3923680770109117,2.4025919437408447,1665200.0
2020-06-08,3.158668990637688,3.287180185317993,3.097795181967939,3.287180185317993,31333600.0,94640.0,97693.0,94635.0,97645.0,11096500.0,2.477566505364324,2.586620385570528,2.4434872185820287,2.583212375640869,1480200.0
2020-06-09,3.1248509179117914,3.1688153104444745,3.0977959567409985,3.1417603492736816,29185100.0,97644.0,97644.0,95386.0,96747.0,11278800.0,2.460527296252249,2.5900287756610227,2.4503035893269143,2.528686046600342,2112600.0
2020-06-10,3.1654332741424396,3.1654332741424396,3.0064854621887207,3.0064854621887207,33793500.0,96747.0,97646.0,94665.0,94686.0,11739600.0,2.5389097749854384,2.5389097749854384,2.3787370109439325,2.4468955993652344,1096000.0
2020-06-11,2.7731359384099585,2.8915016285181725,2.715644068645461,2.7359354496002197,43265600.0,,,,,,2.2901304150276403,2.2901304150276403,2.1640369599783753,2.191300392150879,746800.0
2020-06-12,2.8745927484310485,2.9456121115872285,2.7562270356638745,2.867828845977783,33620800.0,94677.0,94703.0,90811.0,92795.0,12785600.0,2.256050902835891,2.307169914381098,2.1947081864833575,2.2458271980285645,440600.0
2020-06-15,2.641242825957674,2.884737613981696,2.549932260291132,2.8340096473693848,31250200.0,92780.0,93112.0,90148.0,92376.0,13317500.0,2.0958781498972883,2.245827172918697,2.0788384254051158,2.201524019241333,1480200.0
2020-06-16,2.9760484781048477,3.026776447055727,2.8678283164781124,2.888119697570801,31029900.0,92387.0,95216.0,92387.0,93531.0,12034200.0,2.3105785956591887,2.3105785956591887,2.187892964804858,2.194708824157715,575600.0
2020-06-17,2.8847378507013604,2.9489936243716564,2.840773458853414,2.877974271774292,16590400.0,93531.0,96611.0,93531.0,95547.0,11134700.0,2.2219715394304695,2.2730905492147193,2.1844842439216396,2.2560508251190186,634800.0
2020-06-18,2.8001909545230417,2.8847377855867133,2.7968093263961245,2.850919246673584,13821400.0,95547.0,97110.0,94698.0,96125.0,10008500.0,2.184484534107753,2.2424194087257594,2.1640369599783753,2.191300392150879,346800.0
2020-06-19,2.9253201910362634,2.9253201910362634,2.8069548224658756,2.8441553115844727,20771400.0,96138.0,97540.0,95874.0,96572.0,13134400.0,2.239011534231785,2.24582739219356,2.1606290864199393,2.167444944381714,403800.0
2020-06-22,2.8813560564511245,2.9050290651124917,2.803572806888618,2.8171002864837646,19376000.0,96572.0,96870.0,94869.0,95336.0,8264700.0,2.2253798183082356,2.235603523999462,2.1367735023022916,2.167444944381714,687600.0
2020-06-23,2.8915017078211998,3.026776509494474,2.871210326309925,2.959139108657837,24729800.0,95344.0,97486.0,95344.0,95975.0,9752700.0,2.2151561301622102,2.2560512812568203,2.2049322611371154,2.2219719886779785,226800.0
2020-06-24,2.9084105558470554,2.9084105558470554,2.75284440383625,2.7798993587493896,22209100.0,95974.0,95974.0,93259.0,94377.0,9962700.0,2.184484323197123,2.187892333141082,2.0617988902660622,2.102694034576416,567000.0
